time
5199582.899036543
5199583.233231203
5199583.575610534
5199583.928033964
5199584.280488149
5199584.621477024
5199584.957617895
5199585.311740533
5199585.6692091385
5199586.010116951
5199586.35113825
5199586.69632353
5199587.050847427
5199587.39519252
5199587.737155334
5199588.082839386
5199588.431963102
5199588.787461177
5199589.126494543
5199589.468568222
5199589.818438903
5199590.169017688
5199590.521248714
5199590.869460956
5199591.220994131
5199591.566809551
5199591.920723335
5199592.271390096
5199592.621673004
5199592.97175564
5199593.325481073
5199593.679437296
5199594.031238929
5199594.380369083
5199594.73339142
5199595.093768493
5199595.441548244
5199595.789272682
5199596.141867534
5199596.500669614
5199596.85740842
5199597.206814901
5199597.560616151
5199597.915428058
5199598.272071258
5199598.62483658
5199598.978746788
5199599.333446876
5199599.69024934
5199600.041143552
5199600.387448208
5199600.739609138
5199601.105545656
5199601.460248605
5199601.80310239
5199602.150199787
5199602.51439561
5199602.875193016
5199603.219353811
5199603.571325437
5199603.931071893
5199604.287735597
5199604.640354768
5199604.987158672
5199605.344267742
5199605.702051536
5199606.057446615
5199606.406827823
5199606.750802414
5199607.109145776
5199607.461900131
5199607.809077636
5199608.148988382
5199608.503788129
5199608.857605831
5199609.207401649
5199609.545943157
5199609.894858734
5199610.250948564
5199610.600610153
5199610.939211742
5199611.286466972
5199611.647703544
5199611.999491827
5199612.3466772
5199612.688892261
5199613.041857139
5199613.403798715
5199613.757187263
5199614.103765623
5199614.453758613
5199614.818518535
5199615.177254573
5199615.525059358
5199615.86950411
5199616.229521886
5199616.594280616
5199616.949598924
5199617.29853429
5199617.64894499
5199618.014941827
5199618.375702993
5199618.725816385
5199619.076427118
5199619.433842317
5199619.795562164
5199620.144338981
5199620.499646799
5199620.861499445
5199621.203812496
5199621.551659481
5199621.911519186
5199622.272272722
5199622.630004779
5199622.977806465
5199623.329444067
5199623.691456453
5199624.055906192
5199624.41591634
5199624.775664226
5199625.142438547
5199625.51329817
5199625.879394666
5199626.235498563
5199626.596306221
5199626.969755785
5199627.336818592
5199627.688686506
5199628.038370268
5199628.40527548
5199628.765972749
5199629.116901294
5199629.456495897
5199629.814454929
5199630.170561449
5199630.523406402
5199630.873118536
5199631.226936237
5199631.572748558
5199631.916115896
5199632.268186943
5199632.629844801
5199632.9717515865
5199633.314197437
5199633.663138763
5199634.025546924
5199634.373015062
5199634.711696521
5199635.053527967
5199635.409366504
5199635.765110151
5199636.108237402
5199636.447420732
5199636.8025325695
5199637.1629675785
5199637.518881456
5199637.862645046
5199638.212020771
5199638.581416265
5199638.936116115
5199639.283223526
5199639.636709825
5199640.00209655
5199640.361303941
5199640.712168352
